activity_id,deal_id,activity_type,activity_date,duration_minutes,outcome,notes
ACT_00311,DEAL_0050,Meeting,2025-12-13,60,Positive,Pass audience condition possible mother red style.
ACT_00312,DEAL_0050,Email,2025-05-23,30,Neutral,School key create read write say.
ACT_00313,DEAL_0050,Proposal Sent,2025-05-12,15,Neutral,Prove role trade magazine phone money sound others.
ACT_00314,DEAL_0050,Follow-up,2025-10-01,30,No Response,Spring seven police way subject suddenly.
ACT_00315,DEAL_0050,Proposal Sent,2025-04-28,45,No Response,List us staff listen society plan.
ACT_00316,DEAL_0050,Proposal Sent,2024-08-10,90,No Response,Cup under wind difference increase vote.
ACT_00317,DEAL_0051,Call,2025-12-01,45,Negative,Present activity quite car.
ACT_00318,DEAL_0051,Proposal Sent,2026-01-08,45,No Response,Morning determine modern factor write hour concern.
ACT_00319,DEAL_0051,Follow-up,2026-02-25,45,Positive,Certain into here authority management me easy four.
ACT_00320,DEAL_0051,Proposal Sent,2025-10-28,15,No Response,May hospital member bad around ask interesting price.
ACT_00321,DEAL_0051,Call,2025-10-14,45,Positive,Home civil write behind avoid total smile.
ACT_00322,DEAL_0052,Proposal Sent,2026-03-13,15,Positive,Them Mr impact standard party.
ACT_00323,DEAL_0052,Follow-up,2026-02-02,90,Negative,Pass for answer area least growth.
ACT_00324,DEAL_0052,Email,2026-01-16,45,Positive,When job church read.
ACT_00325,DEAL_0052,Call,2026-02-01,60,No Response,Sure here Democrat sound pay we under.
ACT_00326,DEAL_0052,Follow-up,2026-02-10,45,No Response,Because place station blue budget half hard.
ACT_00327,DEAL_0052,Demo,2026-01-13,60,No Response,Thousand head scientist top.
ACT_00328,DEAL_0052,Proposal Sent,2025-12-11,30,Neutral,All place yet together term.
ACT_00329,DEAL_0053,Call,2026-02-28,30,No Response,Particularly different night change former interview.
ACT_00330,DEAL_0053,Meeting,2026-02-22,60,Neutral,Crime attention outside none game agent try.
ACT_00331,DEAL_0053,Meeting,2026-02-18,30,Neutral,Stand enter Mrs as.
ACT_00332,DEAL_0053,Email,2025-12-11,15,Positive,Even effort start big instead cell serve.
ACT_00333,DEAL_0053,Call,2026-01-03,60,No Response,Seek consumer tonight structure central yard.
ACT_00334,DEAL_0053,Call,2026-03-07,15,Neutral,Soldier focus present thank decision detail nor.
ACT_00335,DEAL_0053,Follow-up,2025-12-18,60,No Response,Class region outside behavior ahead.
ACT_00336,DEAL_0053,Follow-up,2025-12-06,90,No Response,Wonder despite itself.
ACT_00337,DEAL_0053,Proposal Sent,2026-01-14,30,No Response,Identify politics owner leave fly remain.
ACT_00338,DEAL_0054,Demo,2025-11-18,90,No Response,Factor own would line nice possible play.
ACT_00339,DEAL_0054,Demo,2025-12-05,45,Neutral,Him fire ahead price now his.
ACT_00340,DEAL_0054,Call,2025-12-26,60,Positive,Middle ok person weight system.
ACT_00341,DEAL_0054,Proposal Sent,2025-09-30,60,Neutral,Check property campaign research blue particular entire.
ACT_00342,DEAL_0054,Follow-up,2025-09-14,90,Negative,Character position collection area not.
ACT_00343,DEAL_0054,Demo,2025-09-13,90,Negative,However put player nothing yeah perhaps near.
ACT_00344,DEAL_0054,Email,2025-10-19,15,No Response,Back exactly another scene.
ACT_00345,DEAL_0054,Follow-up,2025-10-24,45,Positive,Trade life generation imagine attorney different month tonight.
ACT_00346,DEAL_0054,Proposal Sent,2025-09-22,60,Positive,Effort member industry like actually run.
ACT_00347,DEAL_0054,Call,2025-09-18,90,Negative,Wind whatever eye follow before country interesting.
ACT_00348,DEAL_0055,Proposal Sent,2025-11-22,15,Positive,But white ago world while activity result subject.
ACT_00349,DEAL_0055,Call,2025-12-24,60,Positive,Federal air including.
ACT_00350,DEAL_0055,Follow-up,2025-10-11,90,Negative,Industry operation list experience commercial development statement.
ACT_00351,DEAL_0055,Proposal Sent,2025-11-24,15,Negative,Left expert others treat would have.
ACT_00352,DEAL_0055,Proposal Sent,2025-10-27,15,No Response,Reality wish with success style white.
ACT_00353,DEAL_0055,Demo,2025-11-02,90,No Response,Summer cause lawyer area.
ACT_00354,DEAL_0055,Proposal Sent,2025-10-18,45,No Response,Early nation heavy direction.
ACT_00355,DEAL_0055,Meeting,2025-11-02,45,Negative,Brother quality military boy.
ACT_00356,DEAL_0055,Call,2025-12-31,15,Negative,Resource speech put source resource sure ok discuss.
ACT_00357,DEAL_0056,Meeting,2025-10-22,15,No Response,Nearly do she sense news.
ACT_00358,DEAL_0056,Proposal Sent,2025-09-28,30,Positive,Perform age back.
ACT_00359,DEAL_0056,Follow-up,2025-11-24,45,Positive,Least teacher who seat black move.
ACT_00360,DEAL_0056,Meeting,2025-12-30,60,Positive,Physical contain difficult part.
ACT_00361,DEAL_0056,Call,2025-12-23,90,Positive,Task between consumer line.
ACT_00362,DEAL_0056,Meeting,2026-02-26,45,Neutral,Create east leg beautiful situation.
ACT_00363,DEAL_0056,Proposal Sent,2026-02-18,45,Negative,Because section field daughter against debate order no.
ACT_00364,DEAL_0056,Meeting,2025-12-04,15,Positive,Forward go nor.
ACT_00365,DEAL_0056,Proposal Sent,2025-10-15,30,Neutral,Democrat today military face tree hotel trade check.
ACT_00366,DEAL_0056,Follow-up,2025-12-02,60,Negative,Maybe wonder cup.
ACT_00367,DEAL_0056,Call,2025-12-23,45,Neutral,Behind can report grow.
ACT_00368,DEAL_0057,Call,2026-01-21,90,Positive,Building car majority practice.
ACT_00369,DEAL_0057,Meeting,2025-06-20,15,Neutral,Base build find paper evening.
ACT_00370,DEAL_0057,Proposal Sent,2025-10-06,30,No Response,Less worry always appear long fast bring.
ACT_00371,DEAL_0057,Demo,2025-01-03,60,Neutral,They woman herself support box.
ACT_00372,DEAL_0057,Follow-up,2026-02-14,60,Neutral,Decade matter pattern hit.
ACT_00373,DEAL_0057,Call,2025-08-07,90,Negative,Detail bit trial writer tough best.
ACT_00374,DEAL_0057,Email,2025-11-11,45,Positive,Especially result send evening.
ACT_00375,DEAL_0057,Email,2025-03-04,30,No Response,Rise film degree find throughout.
ACT_00376,DEAL_0057,Demo,2024-12-30,60,Negative,Order poor whether floor nice walk energy.
ACT_00377,DEAL_0058,Follow-up,2025-09-30,90,Neutral,Else wide whose say view herself each.
ACT_00378,DEAL_0058,Demo,2025-01-09,60,No Response,Where spring want miss black technology.
ACT_00379,DEAL_0058,Meeting,2026-01-31,30,No Response,Recent involve light drug thing involve artist.
ACT_00380,DEAL_0058,Email,2024-05-11,45,No Response,Character rock entire bill camera.
ACT_00381,DEAL_0058,Demo,2025-10-27,45,Positive,Prove skin we president plant event.
ACT_00382,DEAL_0058,Email,2024-03-27,90,Negative,May central contain child happen most.
ACT_00383,DEAL_0058,Demo,2025-01-23,90,Negative,Involve identify book action.
ACT_00384,DEAL_0058,Meeting,2025-08-18,45,Negative,Cover player window happen.
ACT_00385,DEAL_0058,Email,2024-09-07,45,No Response,Half people under.
ACT_00386,DEAL_0059,Follow-up,2026-01-25,30,Neutral,Pm interesting degree memory place dog.
ACT_00387,DEAL_0059,Proposal Sent,2025-10-26,45,Neutral,Long sort magazine civil game old ten.
ACT_00388,DEAL_0059,Meeting,2026-01-17,90,Positive,Rule military wrong community hear now.
ACT_00389,DEAL_0059,Follow-up,2025-11-14,15,Positive,Really physical follow.
ACT_00390,DEAL_0059,Email,2025-08-28,60,Positive,Must well enjoy despite special live consumer apply.
ACT_00391,DEAL_0059,Proposal Sent,2026-01-03,15,No Response,Boy person myself subject quite.
ACT_00392,DEAL_0059,Meeting,2026-01-12,30,Negative,Suggest response responsibility such body final.
ACT_00393,DEAL_0059,Meeting,2025-08-01,30,Positive,Professional home lot head.
ACT_00394,DEAL_0059,Email,2026-03-12,90,Positive,Bit news add trouble.
ACT_00395,DEAL_0060,Proposal Sent,2026-02-24,30,Positive,Hot three true election more kind line.
ACT_00396,DEAL_0060,Follow-up,2026-02-24,15,Positive,Lead firm court discuss such.
ACT_00397,DEAL_0061,Call,2025-10-21,60,Neutral,White price report throughout.
ACT_00398,DEAL_0061,Email,2026-01-12,30,Negative,Various herself stand sea.
ACT_00399,DEAL_0061,Meeting,2025-10-06,60,Positive,Subject thing memory remain economic able child name.
ACT_00400,DEAL_0061,Follow-up,2025-10-29,60,Negative,College career bank.
ACT_00401,DEAL_0061,Demo,2026-02-05,45,Negative,Half artist finally learn control she specific high.
ACT_00402,DEAL_0061,Call,2024-11-20,15,Negative,Top skin quality number way heart.
ACT_00403,DEAL_0061,Email,2024-12-17,60,No Response,Help industry you wish he car already present.
ACT_00404,DEAL_0061,Meeting,2024-11-28,15,Negative,Foot name since rich.
ACT_00405,DEAL_0061,Meeting,2025-05-23,30,No Response,Actually give and.
ACT_00406,DEAL_0061,Email,2025-07-25,60,Neutral,Include night final.
ACT_00407,DEAL_0061,Proposal Sent,2025-07-17,60,Neutral,Baby fact course just.
ACT_00408,DEAL_0062,Demo,2025-12-04,15,Neutral,Artist town know local experience could one.
ACT_00409,DEAL_0062,Proposal Sent,2026-02-16,60,Neutral,Sense machine finally paper best memory.
ACT_00410,DEAL_0062,Proposal Sent,2026-02-27,15,No Response,Name reason event future mind.
ACT_00411,DEAL_0062,Follow-up,2025-09-16,45,Positive,Chair police federal structure perhaps.
ACT_00412,DEAL_0062,Email,2025-12-16,15,Positive,Off season reveal.
ACT_00413,DEAL_0062,Proposal Sent,2025-10-24,45,No Response,Catch early outside off program.
ACT_00414,DEAL_0062,Email,2025-10-28,60,Neutral,Her member window woman.
ACT_00415,DEAL_0062,Follow-up,2025-09-03,15,Positive,System look wonder hot.
ACT_00416,DEAL_0062,Follow-up,2026-01-10,60,Negative,Play morning home system to recognize cultural.
ACT_00417,DEAL_0062,Call,2025-09-03,45,No Response,Teach improve scientist sea.
ACT_00418,DEAL_0062,Proposal Sent,2025-12-24,15,No Response,Turn model yes whom mind performance south hold.
ACT_00419,DEAL_0062,Demo,2025-12-11,60,No Response,Foot management nice involve low stage student sense.
ACT_00420,DEAL_0063,Proposal Sent,2026-03-07,30,Positive,Mention summer at individual.
ACT_00421,DEAL_0063,Demo,2025-02-12,60,Positive,Add also hit media.
ACT_00422,DEAL_0063,Proposal Sent,2025-11-24,90,Negative,Include call never.
ACT_00423,DEAL_0064,Follow-up,2025-01-18,45,No Response,Firm item house onto large president physical.
ACT_00424,DEAL_0064,Email,2025-02-25,15,Negative,Purpose summer weight seek specific.
ACT_00425,DEAL_0064,Proposal Sent,2025-07-24,45,Positive,Throughout statement support partner.
ACT_00426,DEAL_0064,Demo,2025-04-15,45,Neutral,Contain ask research entire guess read.
ACT_00427,DEAL_0064,Call,2025-09-16,90,Positive,Sort gas clear speak fight another.
ACT_00428,DEAL_0064,Demo,2026-01-27,30,Negative,The have them television other across model.
ACT_00429,DEAL_0064,Follow-up,2025-10-12,60,Positive,Security accept else.
ACT_00430,DEAL_0065,Follow-up,2026-02-18,45,No Response,Everyone seek specific against agency support.
ACT_00431,DEAL_0065,Email,2026-02-18,60,Neutral,Right agency wrong for box attention establish.
ACT_00432,DEAL_0065,Call,2026-02-21,15,Neutral,Stand these stay herself less figure risk seek.
ACT_00433,DEAL_0065,Email,2026-02-28,90,Neutral,Clear help actually.
ACT_00434,DEAL_0065,Demo,2026-02-06,60,Positive,Every rule well though.
ACT_00435,DEAL_0065,Proposal Sent,2026-02-09,45,No Response,Imagine difference others wrong piece case.
ACT_00436,DEAL_0065,Proposal Sent,2026-01-20,60,Positive,Positive million after where yes support myself.
ACT_00437,DEAL_0065,Email,2026-03-07,45,Positive,Hotel set short unit trip.
ACT_00438,DEAL_0065,Meeting,2026-02-24,15,No Response,Sound purpose available account expect support by drive.
ACT_00439,DEAL_0065,Email,2026-01-27,30,No Response,They give resource.
ACT_00440,DEAL_0065,Follow-up,2026-01-13,90,Neutral,High defense care occur kitchen prevent success.
ACT_00441,DEAL_0065,Follow-up,2026-01-02,90,Neutral,Tend sign could no anything.
ACT_00442,DEAL_0066,Email,2026-03-06,30,No Response,Good gas big become old open admit Congress.
ACT_00443,DEAL_0066,Follow-up,2026-01-15,15,No Response,Skill line list seven Congress recent meet.
ACT_00444,DEAL_0066,Proposal Sent,2026-03-09,15,Neutral,Environment scientist five must.
ACT_00445,DEAL_0067,Call,2026-01-25,15,Neutral,Support never marriage goal ability economic live.
ACT_00446,DEAL_0067,Follow-up,2025-08-03,15,Negative,Wonder she unit which paper director offer product.
ACT_00447,DEAL_0067,Email,2025-08-17,60,Neutral,Their this lot respond teach black case become.
ACT_00448,DEAL_0067,Proposal Sent,2025-07-08,15,Positive,Industry figure whom will great institution.
ACT_00449,DEAL_0067,Email,2025-11-02,60,Neutral,Artist expert own range serious.
ACT_00450,DEAL_0067,Email,2025-11-20,30,No Response,Agent term manager body record operation.
ACT_00451,DEAL_0067,Meeting,2026-03-04,60,Negative,System trouble spring game worry cost.
ACT_00452,DEAL_0067,Email,2026-02-02,90,Neutral,Challenge entire statement good nearly rock scene.
ACT_00453,DEAL_0067,Meeting,2025-08-26,30,Positive,Card responsibility learn get about you office.
ACT_00454,DEAL_0067,Proposal Sent,2025-07-11,30,Negative,Together fire democratic policy class wall beyond human.
ACT_00455,DEAL_0067,Email,2026-01-21,15,Negative,Appear than then senior.
ACT_00456,DEAL_0067,Call,2026-02-03,60,Neutral,Again heavy movie become attack impact listen authority.
ACT_00457,DEAL_0068,Proposal Sent,2025-12-16,30,No Response,Decide single send statement cover mean item.
ACT_00458,DEAL_0068,Call,2025-12-19,90,Positive,Brother if music American matter value.
ACT_00459,DEAL_0068,Call,2025-04-24,15,No Response,Make dark same situation second woman then.
ACT_00460,DEAL_0068,Call,2025-12-04,15,No Response,Down lot five not hard card.
ACT_00461,DEAL_0068,Email,2025-11-11,15,Positive,Nothing chance success.
ACT_00462,DEAL_0068,Call,2025-08-11,15,Negative,Right best turn building list quickly.
ACT_00463,DEAL_0068,Demo,2025-06-29,60,Neutral,Find seat discuss environment develop amount certainly.
ACT_00464,DEAL_0069,Call,2025-02-13,45,No Response,Employee type pay player.
ACT_00465,DEAL_0069,Demo,2024-07-09,30,Neutral,Gun around step hold history practice.
ACT_00466,DEAL_0069,Proposal Sent,2025-08-31,15,Neutral,Future challenge military oil week agree shake.
ACT_00467,DEAL_0069,Follow-up,2025-08-05,60,Positive,Tv vote our back everybody product.
ACT_00468,DEAL_0069,Follow-up,2026-03-02,45,Negative,Girl change several practice.
ACT_00469,DEAL_0070,Email,2025-04-23,90,Neutral,Contain owner after nor prepare mean top lead.
ACT_00470,DEAL_0070,Call,2024-10-21,15,Positive,Site manager someone whole near beyond.
ACT_00471,DEAL_0070,Proposal Sent,2024-12-23,45,Neutral,At attack agreement.
ACT_00472,DEAL_0070,Demo,2025-12-19,30,Negative,Important admit mission effort.
ACT_00473,DEAL_0070,Email,2025-07-13,30,Positive,Space home discussion difference write true various rich.
ACT_00474,DEAL_0070,Call,2025-02-23,60,No Response,Couple include into million.
ACT_00475,DEAL_0070,Call,2024-04-29,30,Positive,Throw upon station arm art.
ACT_00476,DEAL_0070,Email,2025-07-02,45,Negative,Edge trip paper current their.
ACT_00477,DEAL_0071,Demo,2026-01-02,45,Negative,Best those cultural rich claim.
ACT_00478,DEAL_0071,Proposal Sent,2025-11-26,60,Positive,Surface care office like such case enjoy.
ACT_00479,DEAL_0071,Email,2025-11-24,15,Neutral,Under common tonight another form prevent.
ACT_00480,DEAL_0071,Call,2025-12-19,15,No Response,Kind go land movement treatment conference.
ACT_00481,DEAL_0071,Proposal Sent,2026-01-21,15,Positive,Glass answer budget whole protect experience.
ACT_00482,DEAL_0072,Follow-up,2024-10-22,60,Negative,Time example size recent some let.
ACT_00483,DEAL_0072,Demo,2026-02-03,30,Negative,Fast individual want since total street.
ACT_00484,DEAL_0072,Call,2024-09-07,15,Negative,Mrs son book fast.
ACT_00485,DEAL_0072,Call,2025-01-07,15,Neutral,Make plan member everybody.
ACT_00486,DEAL_0072,Follow-up,2024-05-12,60,Neutral,Hundred business firm man spring audience.
ACT_00487,DEAL_0073,Call,2026-02-07,15,No Response,Represent rock central instead result free story ball.
ACT_00488,DEAL_0073,Proposal Sent,2025-05-20,60,Positive,Training especially young measure lead catch second.
ACT_00489,DEAL_0073,Demo,2025-04-01,30,Neutral,Sell issue government this move.
ACT_00490,DEAL_0073,Proposal Sent,2026-01-31,60,Neutral,There deep research.
ACT_00491,DEAL_0073,Demo,2025-11-25,45,Neutral,As executive Republican grow best.
ACT_00492,DEAL_0073,Demo,2025-07-25,30,Negative,Move environment security language travel third.
ACT_00493,DEAL_0073,Meeting,2025-06-26,30,Negative,Then bad safe involve public church force able.
ACT_00494,DEAL_0073,Call,2025-12-07,15,Positive,Decide structure just bill security blue.
ACT_00495,DEAL_0074,Call,2025-10-20,15,No Response,Local evening rather eight foot.
ACT_00496,DEAL_0074,Demo,2024-09-20,60,Neutral,Policy save research business.
ACT_00497,DEAL_0074,Meeting,2026-02-23,30,Negative,Product TV stand member fly analysis.
ACT_00498,DEAL_0074,Proposal Sent,2025-11-20,30,Neutral,Generation ability yes art.
ACT_00499,DEAL_0074,Proposal Sent,2025-06-30,90,Neutral,Operation leg part bring free guess purpose.
ACT_00500,DEAL_0074,Email,2026-02-22,60,No Response,Guess resource expect.
ACT_00501,DEAL_0075,Proposal Sent,2026-02-12,60,No Response,Majority organization every gun war chair.
ACT_00502,DEAL_0075,Meeting,2025-11-20,15,No Response,Yet society reduce available only main class.
ACT_00503,DEAL_0075,Follow-up,2026-01-03,30,Neutral,Street me board responsibility poor approach design.
ACT_00504,DEAL_0075,Meeting,2025-12-23,60,Neutral,Fire rest determine store rather.
ACT_00505,DEAL_0075,Proposal Sent,2025-12-28,30,Positive,Tonight society ten.
ACT_00506,DEAL_0076,Email,2025-11-29,15,No Response,The their walk take this.
ACT_00507,DEAL_0076,Follow-up,2025-12-04,90,Positive,Agency behavior national.
ACT_00508,DEAL_0076,Demo,2026-02-05,90,No Response,Teacher wife south fine carry show.
